,5089
weight_HD,0.0009318580752438829
weight_JNJ,0.0687427995102785
weight_JPM,0.28971902695106005
weight_NEE,0.005346376618730493
weight_PG,0.123991817412775
weight_V,0.24804180033508608
weight_XOM,0.263226321096826
